Type	Content	A	B	C	D	Key	Ngram 1	IsCover	Ngram 2	IsCover	Ngram 3	IsCover	Ngram 4	IsCover	1	2	3	4	1	2	3	4	
Level_A	- What  instructions did your boss give you? - He required that Bill __ the  meeting.	would attend	attends	attended	attend	3	3	TRUE	3	FALSE	2	FALSE	1	FALSE	TRUE	TRUE	FALSE	FALSE					
Level_A	The mother looked __ at her naughty child.	anger	angry	angrily	angered	2	0	TRUE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	The  best animals in the show were the __ dogs.	dancer	dancers	dancing	danced	2	2	TRUE	1	FALSE	0	FALSE	0	FALSE	TRUE	FALSE	FALSE	FALSE					
Level_A	This bread is stale. Why don't you __ it  away?	do	put	throw	have	2	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	"If you  come, __ your friends with you."	bring	take	fetch	lift	0	1	TRUE	1	TRUE	1	FALSE	0	FALSE	FALSE	FALSE	FALSE	TRUE					
Level_A	Give __ some money.	for  them	them	to them	they	1	3	TRUE	1	FALSE	1	FALSE	1	FALSE	FALSE	TRUE	TRUE	TRUE					
Level_A	The children have gone  __.	for shopping	to shop	to make shopping	shopping	3	3	TRUE	3	FALSE	3	FALSE	3	FALSE	TRUE	TRUE	TRUE	TRUE					
Level_A	My father's very happy __ my exam results.	for	about	by	on	1	0	TRUE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	It's Susan's book. It's  __.	his	hers	she	mine	1	0	TRUE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	Bob  __ Susan to dinner at least three times this week.	is taking	takes	take	has taken	3	2	TRUE	1	FALSE	1	FALSE	1	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	__ is your  birthday?	when	whose	why	how's	0	0	TRUE	2	FALSE	2	FALSE	0	FALSE	TRUE	FALSE	FALSE	TRUE					
Level_A	He took  __ cheese.	all of	all	the all	all of the	3	1	TRUE	1	FALSE	1	FALSE	1	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	I  have got two brothers. __ names are Antony and Steven.	They	There	Their	His	2	3	TRUE	2	FALSE	0	FALSE	0	FALSE	FALSE	TRUE	FALSE	FALSE					
Level_A	We live in the  __ on the corner.	brick house old large	large old brick house	old brick large  house	brick large old house	1	0	TRUE	2	FALSE	1	FALSE	1	FALSE	FALSE	FALSE	TRUE	TRUE					
Level_A	The first __ of a book is  sometimes very valuable.	copy	type	edition	title	2	3	TRUE	3	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	"My  sister doesn't like to go swimming, but she wishes she __."	likes	did	will like	goes	1	2	TRUE	1	FALSE	0	FALSE	0	FALSE	FALSE	TRUE	FALSE	FALSE					
Level_A	"It's a  lovely day, but I __ staying at home with you."	don't  mind	haven't mind	am not minding	wasn't  minding	0	1	TRUE	0	FALSE	0	FALSE	0	FALSE	FALSE	TRUE	TRUE	TRUE					
Level_A	- There are two Olympic medalists entered in the  competition. - How could Mike ever hope __ ?	winning	in winning	to win	that he win	2	2	FALSE	0	FALSE	0	FALSE	0	FALSE	TRUE	FALSE	FALSE	FALSE					
Level_A	-  Who __ that horrible noise? - It's Tom practising the violin.	makes	made	is making	has made	2	1	TRUE	1	FALSE	1	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	"""I  wish you __ me to put these things away"" he said."	will  help	help	are helping	would help	3	1	TRUE	1	FALSE	1	FALSE	1	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	Some parts of Asia are among the crowed in the world __ there are many  forest areas where few people live.	consequently	otherwise	moreover	never the  less	3	1	FALSE	1	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	"We could have come earlier, __?"	have  we	haven't we	could we	couldn't we	3	0	TRUE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	He has wasted __.	many times	much times	many time	much  time	3	2	TRUE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	I think she __ to say a few words about her  experiments during the congress.	must invite	will invite	may be  invited	may be inviting	2	1	TRUE	2	FALSE	0	FALSE	0	FALSE	FALSE	TRUE	FALSE	FALSE					
Level_A	My son goes __ bed at nine  o'clock.	to	from	at	on	0	2	TRUE	0	FALSE	0	FALSE	0	FALSE	FALSE	TRUE	TRUE	TRUE					
Level_A	She has  forgotten __ her coat.	of	to	from	-	3	3	TRUE	3	FALSE	3	FALSE	3	TRUE	TRUE	TRUE	TRUE	TRUE					
Level_A	"John __  in Trent, and I live in Burton."	live	is live	lives	does live	2	0	TRUE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	Please  ask her __.	that she waits	wait	to wait	for waiting	2	1	TRUE	1	FALSE	1	FALSE	0	TRUE	FALSE	FALSE	FALSE	FALSE					
Level_A	It's  __ . Give it to them.	theirs	their's	there's	them's	0	3	TRUE	0	TRUE	0	FALSE	0	FALSE	FALSE	TRUE	TRUE	TRUE					
Level_A	"Do you  know that woman? Yes, I know __."	hers	she	her	him	2	1	TRUE	3	TRUE	1	FALSE	3	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	__ you got a transistor  radio at home?	have	are	do	has	0	1	TRUE	1	FALSE	2	FALSE	0	FALSE	FALSE	FALSE	FALSE	TRUE					
Level_A	I __  to her since last Wednesday morning.	haven't  talked	don't talk	didn't talk	am not talking	0	1	TRUE	1	FALSE	1	FALSE	1	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	They __ in Warsaw for about ten years.	live	lived	lives	have lived	3	0	TRUE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	I won't go to  Cambridge if it __ tomorrow.	rain	would rain	rains	raining	2	0	TRUE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	He is my brother. __ name is Bill.	He	His	Her	She	1	0	TRUE	0	FALSE	2	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	"- What do you think  of his presence here? - The longer he stays, __ I dislike him."	the  most	the very more	much more	the more	3	3	TRUE	0	FALSE	3	FALSE	3	FALSE	TRUE	FALSE	TRUE	TRUE					
Level_A	"I'm  sorry, I didn't see my Uncle yesterday, I wish __."	I had seen  him	I saw him	I have seen him	I didn't see  him	0	3	TRUE	3	FALSE	3	FALSE	1	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	She'd rather stay at home than __ shopping.	will  go	going	to go	go	3	1	TRUE	1	FALSE	1	FALSE	1	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	"- Which city did you  like most? - I enjoyed all of the cities on the tour, but the city __ I  enjoyed most was Miami, Florida."	what	that	where	there	1	1	TRUE	1	FALSE	1	FALSE	1	FALSE	TRUE	TRUE	TRUE	TRUE					
Level_A	This box is __ than that one.	more  heavy	the more heavier	heavier	the heavier	2	2	TRUE	2	FALSE	2	FALSE	2	FALSE	TRUE	TRUE	TRUE	TRUE					
Level_A	"-  When did you go to work? - As soon as they came in, we __ to work."	went	were going	had gone	go	0	3	TRUE	3	TRUE	3	FALSE	0	FALSE	FALSE	FALSE	FALSE	TRUE					
Level_A	"If she  __ call me, she could do so."	wanted to	will want  to	wanting to	has wanted to	0	0	TRUE	0	TRUE	0	FALSE	0	FALSE	TRUE	TRUE	TRUE	TRUE					
Level_A	He had a good  __ of the examination result when he saw his daughter's face.	report	thought	idea	news	2	0	TRUE	3	FALSE	2	FALSE	0	FALSE	FALSE	FALSE	TRUE	FALSE					
Level_A	He's listening __ the radio.	at	on	to	-	2	3	TRUE	3	FALSE	3	FALSE	3	TRUE	FALSE	FALSE	FALSE	FALSE					
Level_A	I'm looking __ my hat: I  can't find it anywhere.	at	for	after	on	1	1	TRUE	1	TRUE	0	FALSE	0	FALSE	TRUE	TRUE	FALSE	FALSE					
Level_A	John __  very hard.	he work not	doesn't work	not works	doesn't  works	1	2	TRUE	1	FALSE	2	FALSE	2	FALSE	FALSE	TRUE	FALSE	FALSE					
Level_A	Kate hasn't got __ friends.	a lot	much	some	any	3	2	TRUE	2	FALSE	1	FALSE	1	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	I have a lesson __  Tuesday.	at	by	in	on	3	2	TRUE	3	FALSE	2	FALSE	0	FALSE	FALSE	TRUE	FALSE	FALSE					
Level_A	I'm sorry I  __ see you yesterday.	can't	couldn't	cannot	am not able to	1	0	TRUE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	__ much is it?	how	who	why	whose	0	1	TRUE	0	TRUE	0	FALSE	0	FALSE	FALSE	TRUE	TRUE	TRUE					
Level_A	My dog is  as fat __ an elephant.	as	so	than	then	0	0	TRUE	0	FALSE	0	FALSE	0	FALSE	TRUE	TRUE	TRUE	TRUE					
Level_A	I haven't  got __ sisters.	no	any	don't	aren't	1	2	TRUE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	This  __ my favourite book.	can't	isn't	aren't	hasn't	1	3	TRUE	3	FALSE	1	FALSE	1	FALSE	FALSE	FALSE	TRUE	TRUE					
Level_A	__ you at school yesterday?	Were	Was	Are	Where	0	1	TRUE	3	FALSE	3	FALSE	0	FALSE	FALSE	FALSE	FALSE	TRUE					
Level_A	Several people  were hurt in the accident but only one __ to hospital.	has  taken	has been taking	was taken	was taking	2	3	TRUE	2	TRUE	2	FALSE	2	FALSE	FALSE	TRUE	TRUE	TRUE					
Level_A	"-  Did you get any mail? - No, I haven't gotten a letter __ ."	a long time  before	since a long time	for a long time	a long time	3	3	TRUE	3	FALSE	3	FALSE	3	FALSE	TRUE	TRUE	TRUE	TRUE					
Level_A	Is that the picture __ you are looking for?	whose	what	zero	that	2	3	TRUE	3	TRUE	3	TRUE	3	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	He is too foolish  __ your words.	understand	to understand	understood	understanding	1	0	TRUE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	I __ to London several times.	go	have been	have gone	went	1	0	TRUE	0	FALSE	3	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	Nothing  __ I do seems to please her.	which	that	who	whom	1	1	TRUE	1	FALSE	1	FALSE	0	FALSE	TRUE	TRUE	TRUE	FALSE					
Level_A	There's no need to be frightened of the dog; he's quite  __.	happy	eager	week	harmless	3	2	TRUE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	__ went for a walk.	He and I	Him and me	I and he	I and  him	0	0	TRUE	0	TRUE	0	FALSE	0	FALSE	TRUE	TRUE	TRUE	TRUE					
Level_A	She can never keep still while her photograph is __.	being  taken	taking	being taken	took	0	3	TRUE	1	FALSE	1	FALSE	1	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	Why don't you go to John? He __ the answer.	may  know	may knew	may have known	ought know	0	0	TRUE	0	FALSE	0	FALSE	0	FALSE	TRUE	TRUE	TRUE	TRUE					
Level_A	Will  you let me __ a photograph of you?	make	take	do	pull	1	2	TRUE	0	FALSE	2	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	"- Do they have jobs? - No,  __ students."	they've both	they are both	the both are	both they  are	1	1	TRUE	1	FALSE	1	FALSE	1	FALSE	TRUE	TRUE	TRUE	TRUE					
Level_A	"Let's go to the beach, __?"	do we	don't  we	isn't it	shall we	3	0	TRUE	0	TRUE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	I'll __.	see you all  tonight	see you tonight all	tonight see you all	see tonight you  all	0	0	TRUE	0	FALSE	0	FALSE	0	FALSE	TRUE	TRUE	TRUE	TRUE					
Level_A	Whose coat is this? It's not __.	mine	a my  coat	of me	my	0	3	TRUE	3	FALSE	3	FALSE	3	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	She __ still sitting in  her room.	are	am	is	it	2	2	TRUE	2	FALSE	2	FALSE	2	FALSE	TRUE	TRUE	TRUE	TRUE					
Level_A	__ old  are you?	what	which	how	when	2	1	TRUE	3	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	James  __ to him on the phone.	spoked	speaked	spoke	spoken	2	2	TRUE	2	FALSE	2	FALSE	0	FALSE	TRUE	TRUE	TRUE	FALSE					
Level_A	He would  have known that if he __ the meeting.	had  attended	would have attended	has attended	would  attend	0	3	TRUE	3	TRUE	3	FALSE	0	FALSE	FALSE	FALSE	FALSE	TRUE					
Level_A	He __ in London at this very moment.	will  study	studies	is studying	has been  studying	2	1	TRUE	1	FALSE	1	FALSE	1	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	"She was standing by an electric heater, and her  nightdress __ fire."	caught	set	took	became	0	1	FALSE	1	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	TRUE	TRUE					
Level_A	The  student's was so untidy it was like a __.	pigtye	cowshed	chicken-coop	monkey-house	0	0	FALSE	2	FALSE	0	FALSE	0	FALSE	TRUE	FALSE	TRUE	TRUE					
Level_A	The old house were __ down to make way for a block of flats.	put	hit	banged	knocked	3	0	TRUE	0	TRUE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	The  rise in house prices __ him to tell his house for a large profit.	managed	succeeded	enabled	achieved	2	0	TRUE	2	FALSE	2	FALSE	0	FALSE	FALSE	TRUE	TRUE	FALSE					
Level_A	-  What about Peter? - He said he __ not sure he __ come.	did... could	does...can	was...could	was...can	2	3	TRUE	3	FALSE	3	FALSE	2	FALSE	FALSE	FALSE	FALSE	TRUE					
Level_A	Children __ good food if they are to be healthy.	have	receive	eat	need	3	0	TRUE	0	TRUE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	The woman began to  __ because her son was late coming home.	trouble	worry	care	take care	1	2	TRUE	1	FALSE	0	FALSE	0	FALSE	FALSE	TRUE	FALSE	FALSE					
Level_A	I'm sure the  answer to my letter __ by next Friday morning.	will  come	has come	is coming	was coming	0	2	TRUE	0	FALSE	0	FALSE	0	FALSE	FALSE	TRUE	TRUE	TRUE					
Level_A	In  England it's __ cold in December.	a	enough	very	such	2	0	TRUE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	This sad story made him __ about his own  tragedy.	to think	think	thought	thinks	1	1	TRUE	1	FALSE	1	FALSE	1	FALSE	TRUE	TRUE	TRUE	TRUE					
Level_A	I  __ hungry.	aren't	don't be	am not	haven't	2	3	TRUE	2	FALSE	2	FALSE	2	FALSE	FALSE	TRUE	TRUE	TRUE					
Level_A	My  parents __ got a car.	haven't	hasn't	don't	isn't	0	0	TRUE	0	TRUE	0	FALSE	0	FALSE	TRUE	TRUE	TRUE	TRUE					
Level_A	What time  did she wake __ this morning?	to	up	down	out	1	0	TRUE	1	FALSE	1	FALSE	0	FALSE	FALSE	TRUE	TRUE	FALSE					
Level_A	- I've got a new detective  story. - __?	What its price	How many cost	How much was  it	How much you paid	2	0	TRUE	1	FALSE	1	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	She took her handkerchief __  her handbag.	out	in	from	up	2	1	FALSE	1	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	__  sisters are nurses.	Bill's both	Both Bill's	Bill his  both	Bill both his	1	0	TRUE	3	FALSE	2	FALSE	2	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	__ at Jane's place during the  coming holiday?	are you going to stay	have you stayed	do you  stay	did you stay	0	2	TRUE	2	FALSE	2	FALSE	1	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	Could you look __ the blackboard and  read what is on it?	to	on	for	at	3	1	FALSE	3	FALSE	3	FALSE	3	FALSE	FALSE	TRUE	TRUE	TRUE					
Level_A	Go through  the door __ front of you.	at	on	the	in	3	2	TRUE	3	TRUE	3	FALSE	3	FALSE	FALSE	TRUE	TRUE	TRUE					
Level_A	- If you can't lend me the money. I think I'll ask Fred. -  Don't bother. He has __ than I do.	fewer	little	few	less	3	1	TRUE	1	FALSE	1	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	The boy had a  __ escape when he ran across the road in front of the bus.	close	good	narrow	fine	2	1	TRUE	1	FALSE	1	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	I  __ to work when I had a puncture.	shall  drive	am driving	drove	was driving	3	2	TRUE	2	FALSE	2	FALSE	2	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	"- What do  you think we should do about this problem? - In my opinion, we __ got to  talk with the director."	must	will	have	are	2	3	TRUE	2	FALSE	2	FALSE	2	FALSE	FALSE	TRUE	TRUE	TRUE					
Level_A	It is  clearly not true - just a __ and bull story.	cock	fishy	business	teeth	0	2	TRUE	2	FALSE	2	FALSE	0	FALSE	FALSE	FALSE	FALSE	TRUE					
Level_A	Please  lock the door when you __.	will have left	will leave	leave	leaves	2	2	TRUE	2	FALSE	2	FALSE	2	FALSE	TRUE	TRUE	TRUE	TRUE					
Level_A	You and I went there together __?	didn't  you	didn't I	didn't we	did we	2	0	TRUE	3	FALSE	3	FALSE	3	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	Travelling by air is not cheap __ is it interesting.	either	neither	and	also	1	2	TRUE	2	FALSE	1	FALSE	0	FALSE	FALSE	FALSE	TRUE	FALSE					
Level_A	I can't help  __ him in spite of his faults.	admire	admired	to admire	admiring	1	1	TRUE	0	FALSE	0	FALSE	0	FALSE	TRUE	FALSE	FALSE	FALSE					
Level_A	The  police have already found the __ jewels.	steal	stealing	stole	stolen	3	3	TRUE	3	FALSE	0	FALSE	0	FALSE	TRUE	TRUE	FALSE	FALSE					
Level_A	"""__ good news to me"" said Tom."	There are	Those  are	These are	That is	3	3	TRUE	3	FALSE	3	FALSE	3	FALSE	TRUE	TRUE	TRUE	TRUE					
Level_A	It's very good __ you  to help us.	in	from	on	of	3	3	TRUE	3	TRUE	3	FALSE	0	FALSE	TRUE	TRUE	TRUE	FALSE					
Level_A	- There's a  buffalo in the garden! - __.	What?	How?	Don't say it to me!	Excuse?	0	0	TRUE	0	FALSE	0	FALSE	0	FALSE	TRUE	TRUE	TRUE	TRUE					
Level_A	He doesn't __ come here himself.	need	needn't	need to	needing	2	0	TRUE	2	FALSE	0	FALSE	0	FALSE	FALSE	TRUE	FALSE	FALSE					
Level_A	I want him __ and buy  these newspapers right now.	to go	go	going	not go	0	2	TRUE	1	FALSE	1	FALSE	1	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	He made  __ last year.	many money	much money	a lot of  money	lots money	2	0	TRUE	1	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	"""Quiet please, I __ ""."	am doing a  test!	do a test!	doing a test!	does a test	0	1	TRUE	1	FALSE	1	FALSE	1	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	In  August he __ for us for 25 years.	will have  worked	will work	is going to work	will be working	0	1	TRUE	1	TRUE	1	FALSE	1	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	"When the Nazis came to power in German, Eistein's theories were officially  declared __ because they had been formulated by a Jew."	false	falsely	being false	as false	0	0	FALSE	0	FALSE	0	FALSE	0	FALSE	TRUE	TRUE	TRUE	TRUE					
Level_A	I saw him __ dead  by the soldier.	shooting	shoot	to shoot	shot	3	3	TRUE	3	FALSE	3	FALSE	0	FALSE	TRUE	TRUE	TRUE	FALSE					
Level_A	A  football team __ of eleven players.	composes	is composed	has composed	is composing	1	1	TRUE	0	FALSE	0	FALSE	0	FALSE	TRUE	FALSE	FALSE	FALSE					
Level_A	You shall have some ice-cream when you __ your dinner.	finished	finish	will finish	will be  finished	1	0	TRUE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	There are more __ in Bristol than in any other  city I know.	football team	footballs team	footballs  teams	football teams	3	0	TRUE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	Let him __ it himself.	do	done	to do	does	0	0	TRUE	2	TRUE	0	FALSE	0	FALSE	TRUE	FALSE	TRUE	TRUE					
Level_A	"I called on her  yesterday, she __ a meal at the time."	cooked	had cooked	was cooking	would cook	2	0	TRUE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	Modern buildings should __ with the surrouding area.	suit	fit	blend	join	2	3	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	His __ had  always been to become an architect.	study	want	ambition	direction	2	1	TRUE	0	TRUE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	Be  quiet! It's rude to __ people when they are speaking.	interfere	interrupt	prevent	introduce	1	2	TRUE	2	FALSE	2	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	"When I was a boy, I __ tea to coffee."	prefer	prefered	preferred	had preferred	1	2	TRUE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	- What does the letter say? - __ is the 1-20 form that you requested from  the University of Tennessee.	Enclosing	Enclose	Enclosed	Enclosure	2	2	TRUE	3	FALSE	0	FALSE	0	FALSE	TRUE	FALSE	FALSE	FALSE					
Level_A	"Kate is pretty, but not so pretty __ Jenny."	like	so	as	than	2	1	TRUE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	We're waiting __  an answer to our letter.	to	-	for	after	2	0	TRUE	1	FALSE	1	FALSE	1	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	She never  talks to __.	no one	anyone	nobody	someone	1	1	TRUE	1	TRUE	1	FALSE	1	FALSE	TRUE	TRUE	TRUE	TRUE					
Level_A	__  if you're not careful!	You must fall	You're falling	You'll fall	Will you  fall	2	1	TRUE	1	TRUE	1	FALSE	0	TRUE	FALSE	FALSE	FALSE	FALSE					
Level_A	- I'm afraid I've broken your umbrella. - __.	Don't mention  it	Not at all	It's the same	Don't worry about  it	3	1	TRUE	2	FALSE	2	FALSE	1	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	Who are those people? Why are you looking at __?	it	they	them	these	2	0	TRUE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	This is a letter __ my  brother in Australia.	off	of	from	too	2	1	TRUE	1	TRUE	2	FALSE	0	FALSE	FALSE	FALSE	TRUE	FALSE					
Level_A	He __  to drive a car.	am learning	learning	is learning	are learning	2	1	TRUE	1	FALSE	1	FALSE	1	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	"""Don't do that,"" I said, I __ him not to do that."	talked	told	spoke	said	1	3	TRUE	3	FALSE	1	TRUE	0	FALSE	FALSE	FALSE	TRUE	FALSE					
Level_A	Red __ my favourite  colour.	is	are	be	am	0	0	TRUE	0	FALSE	0	FALSE	0	FALSE	TRUE	TRUE	TRUE	TRUE					
Level_A	- A: Where  are my shoes? - B: __ in the wardrobe.	They're	There are	Their are	It's	0	2	TRUE	3	FALSE	3	FALSE	3	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	Which is  the __ country in the world?	more bigger	bigger	biggest	most bigger	2	2	TRUE	2	FALSE	2	FALSE	1	FALSE	TRUE	TRUE	TRUE	FALSE					
Level_A	The air of the hills is cooler than  __.	one of the plains	of the plains	that of  plains	the plains	2	1	TRUE	3	FALSE	3	FALSE	3	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	There is one TV programme which is above  all __ in popularity.	another	other	the  other	others	3	1	TRUE	1	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	The weather has been bad this week. Next week  it will probably be even __.	more badly	worse	worst	worser	1	2	TRUE	1	FALSE	1	FALSE	1	FALSE	FALSE	TRUE	TRUE	TRUE					
Level_A	Mike was not feeling well so we gave him  __ to do than you.	fewer works	less work	little  works	least work	1	3	TRUE	1	FALSE	1	FALSE	0	FALSE	FALSE	TRUE	TRUE	FALSE					
Level_A	"Modern architecture, in many __ is  horribly ugly."	means	examples	reasons	cases	3	0	TRUE	3	FALSE	3	FALSE	0	FALSE	FALSE	TRUE	TRUE	FALSE					
Level_A	It was in this house __.	where I was  borned	in which I was born	that I was born	I was born  in	2	2	TRUE	2	TRUE	2	TRUE	2	FALSE	TRUE	TRUE	TRUE	TRUE					
Level_A	Each of the girls __ a lot of toys.	has	have	having	haves	0	1	TRUE	1	TRUE	1	FALSE	1	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	The  children hurt __ when they fell.	themself	themselves	theirself	theirselves	1	1	TRUE	0	FALSE	0	FALSE	0	FALSE	TRUE	FALSE	FALSE	FALSE					
Level_A	This town __ by Queen Elizabeth.	was found	was  founded	found	founded	1	2	TRUE	3	FALSE	2	FALSE	2	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	At what time __?	does the lesson  start	starts the lesson	the lesson starts	starting the  lesson	0	3	TRUE	2	FALSE	1	FALSE	1	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	I live __ my mother and father.	to	by	with	from	2	0	TRUE	2	TRUE	0	FALSE	0	FALSE	FALSE	TRUE	FALSE	FALSE					
Level_A	We all went __ cinema  last night.	in	for	at the	to the	3	3	TRUE	3	FALSE	0	FALSE	0	FALSE	TRUE	TRUE	FALSE	FALSE					
Level_A	Frank  __ up at 5 o'clock this morning.	arose	stayed	got	awoke	2	2	TRUE	2	FALSE	2	FALSE	0	FALSE	TRUE	TRUE	TRUE	FALSE					
Level_A	He wants to __ a phone  call to his family.	make	do	have	put	0	2	TRUE	2	TRUE	0	FALSE	1	FALSE	FALSE	FALSE	TRUE	FALSE					
Level_A	"Tell me,  where am __?"	me	my	I	you	2	0	TRUE	2	FALSE	0	FALSE	0	TRUE	FALSE	TRUE	FALSE	FALSE					
Level_A	I'd like him  __ me a packet of cigarettes.	bring	to  bring	bringing	bring to	1	0	TRUE	2	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	__ long is the film?	what	when	which	how	3	2	TRUE	2	FALSE	2	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	__ sports do you  play?	When	Where	Who	What	3	2	TRUE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	What  __ to see him at the stadium.	the  surprise	surprise	a surprise	surprising	2	0	TRUE	1	FALSE	3	FALSE	1	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	Comets are rarely bright enough to be seen with __.	nake  eyes	the nake eyes	naked eyes	the naked  eyes	3	2	TRUE	2	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	- What exactly do you want? - I would like to see you  __ a good job on the project.	to  do	doing	having done	do	3	0	TRUE	3	FALSE	3	FALSE	3	FALSE	FALSE	TRUE	TRUE	TRUE					
Level_A	They'll  certainly come __ them.	when calling	you're  calling	if you call	do you call	2	0	TRUE	2	FALSE	2	FALSE	2	FALSE	FALSE	TRUE	TRUE	TRUE					
Level_A	I __ for  class.	am never late	am late never	late am  never	never	0	3	TRUE	3	FALSE	3	FALSE	3	FALSE	FALSE	FALSE	FALSE	FALSE					
Level_A	I'm going to the market but I can't think of  __ to buy for dinner.	where	what	that	which	1	2	TRUE	1	FALSE	1	FALSE	0	FALSE	FALSE	TRUE	TRUE	FALSE					
